uid,isFraud
318_292.0,1
318_338.0,0
31901_-14.0,0
31901_-144.0,0
31901_352.0,0
31902_280.0,0
31902_322.0,0
31902_357.0,0
31902_380.0,0
31902_383.0,0
31902_394.0,0
31903_308.0,0
31904_213.0,0
31904_216.0,0
31904_218.0,0
31904_226.0,0
31904_229.0,1
31904_235.0,0
31904_240.0,0
31904_242.0,1
31904_258.0,0
31904_272.0,0
31904_280.0,0
31904_313.0,1
31904_327.0,1
31904_328.0,1
31904_334.0,1
31904_337.0,0
31904_353.0,1
31904_358.0,1
31904_380.0,1
31904_385.0,1
31904_392.0,0
31905_220.0,0
31907_123.0,0
31907_364.0,0
31907_366.0,0
31909_241.0,0
31909_376.0,1
31910_154.0,0
31910_221.0,0
31910_390.0,0
31911_327.0,0
31911_369.0,0
31912_109.0,0
31912_246.0,0
31912_258.0,1
31912_306.0,0
31912_309.0,0
31912_320.0,1
31912_338.0,1
31912_384.0,0
31913_370.0,1
31914_353.0,0
31915_285.0,0
31915_352.0,0
31915_367.0,0
31915_391.0,0
31916_378.0,0
31917_-256.0,0
31918_-114.0,0
31918_-249.0,0
31918_156.0,0
31918_216.0,0
31918_234.0,0
31918_280.0,0
31918_310.0,0
31918_330.0,0
31918_349.0,0
31918_351.0,0
31918_376.0,0
31918_377.0,0
31919_-221.0,0
31919_-351.0,0
31919_198.0,0
31919_219.0,0
31919_254.0,0
31919_270.0,0
31919_29.0,0
31919_326.0,1
31919_334.0,0
31919_350.0,1
31919_371.0,0
3191_127.0,0
3191_221.0,0
3191_301.0,0
3191_353.0,0
31920_-245.0,0
31920_-263.0,0
31920_-270.0,0
31920_-281.0,0
31920_-368.0,0
31920_-375.0,0
31920_-423.0,0
31922_377.0,0
31922_394.0,0
31925_-280.0,0
31925_293.0,0
31925_323.0,0
31925_337.0,0
31926_-293.0,0
31926_243.0,0
31926_291.0,0
31926_305.0,0
31926_321.0,0
31926_355.0,0
31926_361.0,0
31926_366.0,0
31926_373.0,0
31926_386.0,0
31926_388.0,0
31927_258.0,1
31930_374.0,0
31933_22.0,0
31935_384.0,0
31937_373.0,0
31938_296.0,0
31938_367.0,0
31940_339.0,0
31941_237.0,0
31941_395.0,0
31943_387.0,0
31944_273.0,0
31945_202.0,0
31947_284.0,0
31949_332.0,0
31949_343.0,0
3194_354.0,0
31950_395.0,0
31951_316.0,0
31951_375.0,0
31952_379.0,0
31953_-75.0,0
31953_349.0,0
31954_264.0,0
31955_-14.0,1
31955_-195.0,0
31955_-240.0,1
31955_-245.0,0
31955_-282.0,0
31955_-299.0,0
31955_-49.0,0
31955_-74.0,0
31955_11.0,0
31955_113.0,1
31955_12.0,0
31955_165.0,0
31955_177.0,0
31955_178.0,0
31955_214.0,1
31955_215.0,1
31955_216.0,1
31955_217.0,1
31955_219.0,0
31955_222.0,1
31955_223.0,1
31955_224.0,1
31955_226.0,1
31955_227.0,1
31955_228.0,0
31955_229.0,0
31955_230.0,1
31955_232.0,1
31955_233.0,1
31955_234.0,1
31955_236.0,1
31955_237.0,0
31955_239.0,1
31955_240.0,1
31955_244.0,0
31955_246.0,1
31955_247.0,1
31955_248.0,1
31955_249.0,1
31955_253.0,1
31955_254.0,1
31955_255.0,1
31955_256.0,1
31955_260.0,1
31955_263.0,1
31955_265.0,1
31955_267.0,1
31955_269.0,0
31955_270.0,1
31955_271.0,1
31955_273.0,1
31955_274.0,1
31955_280.0,1
31955_282.0,1
31955_283.0,0
31955_284.0,1
31955_285.0,1
31955_286.0,1
31955_287.0,1
31955_288.0,1
31955_289.0,1
31955_290.0,1
31955_293.0,1
31955_294.0,1
31955_295.0,1
31955_296.0,0
31955_297.0,1
31955_298.0,1
31955_300.0,1
31955_301.0,1
31955_303.0,0
31955_304.0,1
31955_306.0,1
31955_308.0,0
31955_309.0,0
31955_310.0,0
31955_311.0,1
31955_312.0,1
31955_313.0,1
31955_315.0,1
31955_317.0,0
31955_320.0,0
31955_321.0,0
31955_322.0,1
31955_323.0,1
31955_324.0,1
31955_327.0,1
31955_328.0,1
31955_33.0,0
31955_330.0,0
31955_333.0,0
31955_334.0,1
31955_335.0,1
31955_336.0,1
31955_338.0,0
31955_339.0,1
31955_341.0,1
31955_342.0,0
31955_343.0,1
31955_344.0,0
31955_345.0,1
31955_346.0,1
31955_348.0,1
31955_349.0,0
31955_350.0,0
31955_352.0,0
31955_354.0,1
31955_356.0,1
31955_357.0,1
31955_358.0,1
31955_359.0,1
31955_361.0,1
31955_362.0,1
31955_363.0,1
31955_364.0,1
31955_365.0,0
31955_367.0,0
31955_368.0,0
31955_369.0,0
31955_373.0,1
31955_374.0,0
31955_376.0,1
31955_378.0,1
31955_379.0,1
31955_380.0,1
31955_381.0,1
31955_382.0,1
31955_384.0,1
31955_385.0,1
31955_386.0,0
31955_387.0,1
31955_388.0,1
31955_389.0,1
31955_390.0,1
31955_391.0,1
31955_392.0,1
31955_393.0,1
31955_394.0,1
31955_395.0,1
31955_64.0,1
31955_67.0,0
31959_384.0,0
3195_-121.0,0
3195_-134.0,0
3195_-142.0,0
3195_-162.0,0
3195_-166.0,0
3195_-219.0,0
3195_-229.0,0
3195_-251.0,0
3195_-261.0,0
3195_-265.0,0
3195_-271.0,0
3195_-28.0,0
3195_-281.0,0
3195_-289.0,0
3195_-296.0,0
3195_-303.0,0
3195_-316.0,0
3195_-323.0,0
3195_-331.0,0
3195_-371.0,0
3195_-374.0,0
3195_-393.0,0
3195_-409.0,0
3195_-412.0,0
3195_-70.0,0
3195_100.0,0
3195_118.0,0
3195_145.0,0
3195_152.0,0
3195_161.0,1
3195_170.0,0
3195_175.0,0
3195_186.0,0
3195_194.0,0
3195_197.0,0
3195_2.0,0
3195_212.0,0
3195_216.0,1
3195_217.0,1
3195_218.0,1
3195_220.0,0
3195_223.0,0
3195_226.0,0
3195_231.0,0
3195_235.0,0
3195_236.0,0
3195_237.0,0
3195_241.0,0
3195_242.0,0
3195_244.0,0
3195_245.0,0
3195_248.0,0
3195_249.0,0
3195_251.0,0
3195_254.0,0
3195_257.0,1
3195_261.0,0
3195_267.0,0
3195_27.0,0
3195_270.0,0
3195_271.0,1
3195_277.0,0
3195_279.0,0
3195_280.0,0
3195_282.0,0
3195_286.0,0
3195_287.0,0
3195_289.0,1
3195_29.0,0
3195_291.0,0
3195_292.0,1
3195_295.0,1
3195_296.0,0
3195_301.0,0
3195_305.0,0
3195_307.0,0
3195_309.0,0
3195_311.0,0
3195_312.0,0
3195_314.0,1
3195_315.0,0
3195_316.0,0
3195_321.0,0
3195_324.0,0
3195_329.0,0
3195_332.0,0
3195_333.0,0
3195_334.0,0
3195_335.0,0
3195_337.0,0
3195_338.0,0
3195_339.0,0
3195_340.0,1
3195_345.0,0
3195_346.0,1
3195_348.0,1
3195_349.0,0
3195_350.0,1
3195_351.0,0
3195_352.0,0
3195_354.0,0
3195_357.0,0
3195_359.0,0
3195_360.0,0
3195_361.0,0
3195_362.0,0
3195_363.0,0
3195_365.0,0
3195_366.0,0
3195_368.0,0
3195_370.0,0
3195_372.0,0
3195_373.0,0
3195_374.0,0
3195_375.0,1
3195_376.0,0
3195_377.0,0
3195_380.0,0
3195_382.0,0
3195_384.0,0
3195_385.0,0
3195_388.0,0
3195_389.0,0
3195_390.0,0
3195_392.0,0
3195_393.0,0
3195_395.0,0
3195_40.0,0
3195_42.0,0
3195_81.0,0
3195_89.0,0
3195_90.0,0
3195_95.0,0
3195_98.0,0
31960_255.0,0
31960_273.0,0
31960_292.0,0
31960_381.0,1
31960_383.0,0
31960_384.0,0
31960_385.0,0
31960_392.0,0
31963_389.0,0
31965_312.0,1
31966_384.0,0
31967_392.0,0
31969_382.0,0
3196_247.0,0
31970_372.0,0
31972_290.0,1
31974_301.0,0
31974_322.0,0
31975_363.0,0
31976_300.0,0
31979_168.0,0
31979_265.0,0
3197_346.0,0
31980_315.0,0
31980_320.0,0
31980_329.0,0
31980_369.0,0
31980_386.0,0
31981_204.0,0
31981_389.0,0
31983_287.0,1
31984_18.0,0
31984_21.0,0
31984_383.0,0
31985_270.0,0
31985_390.0,0
31987_301.0,0
31988_361.0,1
31990_288.0,0
31990_328.0,0
31990_356.0,0
31991_349.0,0
31993_288.0,0
31993_310.0,0
31994_281.0,0
31995_239.0,0
31997_171.0,0
31997_373.0,0
31997_376.0,0
31998_373.0,0
319_315.0,0
32000_267.0,1
32000_269.0,1
32000_315.0,0
32000_316.0,1
32000_319.0,1
32000_356.0,1
32002_380.0,0
32004_386.0,0
32005_20.0,0
32006_376.0,0
32007_229.0,0
32009_-169.0,0
32009_-182.0,0
32009_-192.0,0
32009_-204.0,0
32009_-258.0,0
32009_-264.0,0
32009_-349.0,0
32009_-380.0,0
32009_-56.0,0
32009_142.0,0
32009_152.0,0
32009_157.0,0
32009_172.0,0
32009_187.0,0
32009_188.0,0
32009_193.0,0
32009_197.0,0
32009_215.0,0
32009_217.0,0
32009_221.0,0
32009_225.0,0
32009_244.0,0
32009_25.0,0
32009_254.0,0
32009_261.0,0
32009_267.0,0
32009_270.0,0
32009_279.0,0
32009_282.0,0
32009_288.0,0
32009_290.0,0
32009_292.0,0
32009_295.0,0
32009_303.0,0
32009_306.0,0
32009_309.0,0
32009_310.0,0
32009_311.0,0
32009_317.0,0
32009_318.0,0
32009_320.0,0
32009_329.0,0
32009_336.0,0
32009_339.0,0
32009_343.0,0
32009_350.0,0
32009_357.0,0
32009_358.0,0
32009_361.0,0
32009_366.0,0
32009_371.0,0
32009_377.0,0
32009_383.0,0
32009_385.0,0
32009_386.0,0
32009_387.0,0
32009_388.0,0
32009_57.0,0
32009_60.0,0
32009_97.0,0
32009_99.0,0
32011_313.0,0
32015_357.0,0
32017_389.0,0
32018_345.0,0
32021_379.0,0
32022_232.0,1
32023_323.0,0
32024_-67.0,0
32024_173.0,0
32024_231.0,0
32024_232.0,1
32024_236.0,0
32024_253.0,0
32024_257.0,0
32024_270.0,0
32024_279.0,0
32024_281.0,0
32024_296.0,0
32024_306.0,0
32024_317.0,0
32024_329.0,0
32024_330.0,0
32024_333.0,0
32024_341.0,0
32024_344.0,0
32024_351.0,0
32024_354.0,1
32024_365.0,0
32024_370.0,0
32024_372.0,0
32024_375.0,0
32024_377.0,0
32024_382.0,0
32024_384.0,0
32024_385.0,0
32024_389.0,0
32024_390.0,0
32024_77.0,0
32025_231.0,0
32026_298.0,0
32027_382.0,0
32027_386.0,0
3202_224.0,0
3202_260.0,1
3202_338.0,0
3202_376.0,0
32030_379.0,0
32032_395.0,1
32033_287.0,0
32034_215.0,0
32034_383.0,0
32035_-147.0,0
32035_-166.0,0
32035_-179.0,0
32035_-18.0,0
32035_-213.0,0
32035_-241.0,0
32035_-335.0,0
32035_-44.0,0
32035_-7.0,0
32035_135.0,0
32035_140.0,0
32035_146.0,0
32035_159.0,0
32035_16.0,0
32035_183.0,0
32035_202.0,0
32035_205.0,0
32035_212.0,0
32035_213.0,0
32035_214.0,0
32035_215.0,0
32035_217.0,0
32035_220.0,1
32035_225.0,0
32035_227.0,0
32035_230.0,1
32035_232.0,0
32035_238.0,0
32035_24.0,0
32035_245.0,0
32035_247.0,0
32035_253.0,0
32035_254.0,0
32035_256.0,0
32035_257.0,0
32035_258.0,0
32035_261.0,0
32035_265.0,0
32035_272.0,0
32035_277.0,0
32035_280.0,0
32035_286.0,0
32035_287.0,0
32035_296.0,0
32035_301.0,0
32035_310.0,0
32035_328.0,0
32035_331.0,0
32035_336.0,0
32035_337.0,0
32035_338.0,0
32035_344.0,0
32035_353.0,0
32035_356.0,0
32035_358.0,0
32035_368.0,0
32035_371.0,0
32035_372.0,0
32035_373.0,0
32035_378.0,0
32035_380.0,0
32035_383.0,0
32035_386.0,0
32035_389.0,1
32035_392.0,0
32035_393.0,0
32035_97.0,0
32037_221.0,0
32040_372.0,0
32042_-190.0,0
32042_-276.0,0
32042_-397.0,0
32042_151.0,0
32042_238.0,0
32042_254.0,0
32042_257.0,0
32042_267.0,0
32042_326.0,0
32042_338.0,0
32042_348.0,0
32042_355.0,0
32042_371.0,0
32042_373.0,0
32042_374.0,0
32042_386.0,0
32042_64.0,0
32042_79.0,0
32043_337.0,0
32044_344.0,0
32045_368.0,0
32046_218.0,1
32047_379.0,0
32049_268.0,0
3204_-105.0,0
3204_-166.0,0
3204_124.0,0
3204_274.0,0
3204_313.0,0
3204_321.0,0
3204_339.0,0
32050_299.0,0
32051_366.0,0
32052_300.0,0
32053_-184.0,0
32053_-240.0,0
32053_-271.0,0
32053_-277.0,0
32053_-331.0,0
32053_-363.0,0
32053_-394.0,0
32053_144.0,0
32053_167.0,0
32053_221.0,0
32053_225.0,0
32053_232.0,0
32053_233.0,0
32053_241.0,0
32053_243.0,0
32053_263.0,0
32053_281.0,0
32053_295.0,0
32053_296.0,0
32053_302.0,0
32053_330.0,0
32053_359.0,0
32053_361.0,0
32053_362.0,0
32053_364.0,0
32053_371.0,0
32053_372.0,0
32053_376.0,0
32053_380.0,0
32053_386.0,0
32053_389.0,0
32055_259.0,0
32056_312.0,0
32057_144.0,0
32058_107.0,0
32058_244.0,0
32058_309.0,0
32058_325.0,0
32058_367.0,0
32059_296.0,0
3205_-299.0,0
3205_-313.0,0
3205_-327.0,0
3205_-341.0,0
3205_-355.0,0
3205_-370.0,0
3205_-383.0,0
3205_-397.0,0
3205_-410.0,0
3205_214.0,0
3205_307.0,0
3205_363.0,0
32061_365.0,1
32062_-234.0,0
32062_-266.0,0
32062_-291.0,0
32062_-324.0,0
32062_-356.0,0
32062_-380.0,0
32062_-402.0,0
32064_250.0,1
32065_317.0,0
32065_339.0,0
32065_352.0,0
32066_384.0,0
32072_286.0,0
32074_274.0,0
32077_244.0,0
3207_325.0,1
32082_394.0,0
32083_109.0,0
32085_340.0,0
32086_389.0,0
32088_389.0,0
3208_376.0,0
32090_343.0,0
32092_217.0,1
32092_232.0,1
32092_283.0,0
32092_293.0,1
32092_301.0,1
32092_389.0,0
32093_232.0,0
32094_239.0,0
32096_-174.0,0
32097_236.0,0
32097_257.0,0
32097_259.0,1
32097_265.0,1
32097_275.0,0
32097_277.0,1
32097_294.0,0
32097_297.0,1
32097_340.0,1
32098_340.0,1
32099_373.0,0
3209_-184.0,0
32100_338.0,1
32101_-47.0,0
32101_233.0,0
32101_388.0,0
32106_266.0,1
32106_355.0,0
32107_388.0,0
32109_237.0,0
32109_284.0,0
32109_326.0,0
32109_334.0,0
32109_36.0,0
32109_390.0,0
32110_-21.0,0
32110_-6.0,0
32110_296.0,0
32112_19.0,0
32112_249.0,0
32112_253.0,1
32112_261.0,0
32112_292.0,0
32112_386.0,0
32112_48.0,0
32115_375.0,0
32116_314.0,0
32116_358.0,0
32117_371.0,0
32118_203.0,0
32118_225.0,0
32118_296.0,0
32118_389.0,0
32118_390.0,0
32119_340.0,0
32121_278.0,0
32121_290.0,0
32121_311.0,0
32121_319.0,0
32122_302.0,0
32123_344.0,0
32123_348.0,0
32123_376.0,1
32123_388.0,1
32124_311.0,1
32125_291.0,0
32126_245.0,0
3212_255.0,0
3212_359.0,0
32130_389.0,0
32131_379.0,0
32134_215.0,0
32135_250.0,0
32136_369.0,1
32137_354.0,0
32138_200.0,0
32138_214.0,0
32138_292.0,0
32138_371.0,0
32138_375.0,0
32139_-241.0,0
32139_-293.0,0
32139_-297.0,0
32139_-354.0,0
32139_-392.0,0
32139_301.0,0
32140_187.0,0
32140_318.0,0
32142_-2.0,0
32142_-201.0,0
32142_-207.0,0
32142_-235.0,0
32142_-242.0,0
32142_-271.0,0
32142_-39.0,0
32142_145.0,0
32142_146.0,0
32142_161.0,0
32142_181.0,0
32142_193.0,0
32142_199.0,0
32142_217.0,0
32142_218.0,0
32142_224.0,0
32142_225.0,1
32142_227.0,0
32142_228.0,0
32142_231.0,0
32142_232.0,0
32142_233.0,0
32142_237.0,0
32142_245.0,0
32142_249.0,1
32142_250.0,0
32142_251.0,0
32142_258.0,0
32142_261.0,0
32142_266.0,0
32142_267.0,0
32142_273.0,0
32142_274.0,0
32142_275.0,0
32142_288.0,0
32142_300.0,0
32142_301.0,0
32142_309.0,0
32142_310.0,0
32142_321.0,1
32142_322.0,0
32142_327.0,0
32142_333.0,0
32142_335.0,0
32142_336.0,0
32142_345.0,1
32142_347.0,0
32142_351.0,0
32142_353.0,0
32142_354.0,0
32142_355.0,0
32142_357.0,0
32142_360.0,1
32142_365.0,0
32142_371.0,0
32142_378.0,0
32142_381.0,0
32142_384.0,0
32142_388.0,0
32142_390.0,0
32142_392.0,0
32142_394.0,0
32142_42.0,0
32142_7.0,0
32142_78.0,0
32142_82.0,0
32142_94.0,0
32144_105.0,1
32147_349.0,0
32148_292.0,0
32148_315.0,0
3214_256.0,1
3214_282.0,0
3214_350.0,0
32150_241.0,0
32150_387.0,0
32152_-184.0,0
32152_-280.0,0
32152_-348.0,0
32152_104.0,0
32152_237.0,0
32153_242.0,0
32153_330.0,1
32153_341.0,0
32153_344.0,1
32154_256.0,0
32156_267.0,0
32157_321.0,0
32157_328.0,1
32157_333.0,0
32157_341.0,0
32157_369.0,0
32157_382.0,0
32157_385.0,0
32158_-242.0,0
32158_-260.0,0
32158_-275.0,0
32158_-303.0,0
32158_-332.0,0
32158_187.0,0
32158_300.0,0
32158_385.0,1
32158_390.0,0
32159_175.0,0
32159_268.0,0
32161_279.0,0
32161_383.0,0
32161_384.0,0
32162_365.0,0
32162_380.0,0
32163_-51.0,0
32163_217.0,0
32163_287.0,0
32163_352.0,0
32163_380.0,0
32165_264.0,0
32165_386.0,1
32165_390.0,0
32166_195.0,0
32166_249.0,0
32166_256.0,0
32166_302.0,0
32166_309.0,0
32166_370.0,0
32166_383.0,0
32168_-177.0,0
32168_24.0,0
32168_243.0,0
32169_222.0,1
32169_223.0,0
32169_227.0,0
32169_321.0,0
32169_354.0,1
32171_333.0,1
32171_376.0,0
32172_312.0,0
32172_375.0,0
32173_355.0,0
32173_365.0,0
32173_387.0,0
32173_390.0,1
32174_-40.0,0
32175_364.0,0
3217_375.0,0
3217_376.0,0
32180_360.0,0
32181_348.0,0
32182_375.0,1
32183_282.0,0
32184_223.0,0
32184_374.0,0
32185_223.0,0
32187_392.0,0
32188_387.0,0
32189_357.0,0
3218_334.0,0
3218_391.0,0
32190_205.0,1
32190_309.0,0
32190_336.0,0
32191_388.0,0
32192_378.0,0
32192_380.0,0
32193_226.0,0
32197_260.0,1
32199_382.0,0
3219_302.0,0
3219_381.0,0
321_306.0,0
32202_208.0,0
32204_354.0,0
32205_383.0,0
32206_288.0,0
32208_311.0,0
32209_214.0,0
32211_384.0,0
32211_385.0,0
32212_370.0,0
32213_-253.0,0
32213_-351.0,0
32214_102.0,0
32214_297.0,0
32214_384.0,0
32215_-164.0,0
32215_-277.0,0
32215_-317.0,0
32215_-349.0,0
32215_220.0,1
32215_240.0,0
32215_325.0,0
32215_363.0,0
32215_388.0,1
32217_228.0,0
32217_323.0,0
32219_75.0,0
32220_381.0,0
32221_158.0,0
32221_371.0,0
32224_292.0,0
32226_370.0,0
32227_296.0,0
32231_248.0,0
32235_341.0,0
32238_228.0,0
32238_362.0,0
32238_384.0,0
32238_64.0,0
3223_214.0,0
3223_307.0,0
3223_325.0,0
3223_338.0,0
3223_384.0,0
32240_223.0,0
32240_232.0,1
32240_250.0,0
32240_253.0,1
32240_256.0,0
32240_283.0,0
32240_334.0,0
32240_346.0,1
32240_358.0,0
32240_362.0,0
32240_387.0,0
32242_221.0,0
32242_375.0,0
32243_249.0,1
32243_310.0,0
32246_-10.0,0
32246_-187.0,0
32246_-222.0,0
32246_-239.0,0
32246_-242.0,0
32246_-273.0,0
32246_-322.0,0
32246_-329.0,0
32246_-362.0,0
32246_-391.0,0
32246_-421.0,0
32246_-68.0,0
32246_-87.0,0
32246_-90.0,0
32246_119.0,0
32246_124.0,0
32246_148.0,0
32246_155.0,0
32246_160.0,0
32246_164.0,0
32246_187.0,0
32246_189.0,0
32246_193.0,0
32246_194.0,0
32246_195.0,0
32246_197.0,0
32246_207.0,0
32246_208.0,0
32246_213.0,0
32246_214.0,0
32246_216.0,0
32246_219.0,0
32246_223.0,0
32246_224.0,0
32246_225.0,0
32246_226.0,0
32246_227.0,0
32246_23.0,0
32246_230.0,0
32246_235.0,0
32246_236.0,0
32246_238.0,0
32246_242.0,1
32246_244.0,0
32246_245.0,0
32246_248.0,0
32246_250.0,0
32246_252.0,0
32246_255.0,0
32246_261.0,0
32246_278.0,0
32246_281.0,0
32246_282.0,0
32246_286.0,0
32246_287.0,0
32246_288.0,0
32246_293.0,0
32246_305.0,0
32246_306.0,0
32246_307.0,1
32246_310.0,0
32246_315.0,0
32246_318.0,0
32246_319.0,0
32246_323.0,0
32246_328.0,0
32246_329.0,0
32246_333.0,0
32246_335.0,0
32246_336.0,0
32246_339.0,0
32246_342.0,1
32246_344.0,0
32246_348.0,0
32246_349.0,0
32246_352.0,0
32246_356.0,0
32246_361.0,0
32246_371.0,0
32246_376.0,0
32246_378.0,0
32246_380.0,0
32246_383.0,0
32246_384.0,0
32246_386.0,0
32246_388.0,0
32246_389.0,0
32246_390.0,0
32246_392.0,0
32246_393.0,1
32246_394.0,0
32246_52.0,0
32246_76.0,0
32246_80.0,0
32246_96.0,0
32246_99.0,0
32248_368.0,0
32249_-168.0,0
32249_-28.0,0
32249_197.0,0
32249_337.0,0
32249_364.0,0
32249_386.0,0
32250_338.0,0
32251_356.0,0
32253_-202.0,0
32253_-276.0,0
32253_-290.0,0
32253_-363.0,0
32253_15.0,0
32253_217.0,0
32253_243.0,0
32253_258.0,0
32253_268.0,0
32253_270.0,0
32253_271.0,0
32253_284.0,0
32253_299.0,0
32253_302.0,0
32253_375.0,0
32253_391.0,0
32255_-166.0,0
32255_258.0,0
32255_365.0,0
32255_372.0,0
32256_11.0,0
32256_232.0,0
32256_334.0,0
32256_356.0,0
32256_388.0,0
32258_-42.0,0
32258_326.0,0
32261_251.0,0
32261_284.0,0
32263_147.0,0
32263_374.0,0
32263_377.0,0
32263_379.0,0
32263_386.0,0
32263_84.0,0
32264_-9.0,0
32264_12.0,0
32264_187.0,0
32264_189.0,0
32264_284.0,0
32264_301.0,0
32264_307.0,1
32264_312.0,0
32264_360.0,0
32264_361.0,0
32267_-240.0,0
32267_-260.0,0
32267_-289.0,0
32267_248.0,0
32268_153.0,0
32268_322.0,0
32268_384.0,0
32269_-161.0,0
32269_-177.0,0
32269_-233.0,0
32269_-35.0,0
32269_219.0,0
32269_264.0,0
32269_307.0,0
32269_308.0,0
32269_347.0,0
32269_365.0,0
32269_369.0,0
32270_254.0,0
32270_262.0,0
32270_354.0,0
32272_386.0,0
32273_-100.0,0
32273_-388.0,0
32273_187.0,0
32273_356.0,0
32273_371.0,0
32273_389.0,0
32274_34.0,0
32275_320.0,0
32277_222.0,0
32277_261.0,0
32277_316.0,1
32277_381.0,0
32277_390.0,0
32279_324.0,0
32279_368.0,0
32280_357.0,0
32282_245.0,1
32283_227.0,1
32283_376.0,0
32284_145.0,0
32284_213.0,0
32284_243.0,0
32284_249.0,1
32284_318.0,0
32284_356.0,1
32284_57.0,0
32287_336.0,1
32288_288.0,0
32289_-219.0,0
3228_235.0,0
32291_338.0,0
32291_339.0,0
32292_338.0,0
32294_362.0,1
32295_277.0,0
32297_384.0,0
32299_307.0,0
322_385.0,0
32300_218.0,0
32301_-97.0,0
32302_368.0,0
32303_215.0,1
32307_-307.0,0
32309_280.0,0
32309_349.0,0
32309_390.0,0
3230_235.0,0
3230_303.0,1
3230_342.0,1
32311_213.0,1
32311_222.0,1
32311_335.0,1
32311_336.0,1
32311_94.0,0
32316_392.0,0
32318_-186.0,1
32318_-192.0,0
32318_-322.0,0
32318_151.0,0
32318_201.0,0
32318_206.0,0
32318_217.0,0
32318_228.0,0
32318_236.0,0
32318_237.0,0
32318_262.0,0
32318_279.0,0
32318_292.0,0
32318_302.0,0
32318_306.0,0
32318_314.0,0
32318_358.0,0
32318_363.0,0
32318_373.0,0
32318_377.0,1
32318_381.0,0
32318_382.0,0
32318_386.0,0
32318_388.0,0
3231_-210.0,0
3231_-223.0,0
3231_-257.0,0
3231_-280.0,0
3231_-357.0,0
3231_-385.0,0
3231_-399.0,0
3231_156.0,0
3231_161.0,0
3231_165.0,0
3231_223.0,0
3231_228.0,0
3231_235.0,0
3231_257.0,0
3231_262.0,1
3231_265.0,0
3231_268.0,0
3231_281.0,0
3231_282.0,0
3231_284.0,0
3231_285.0,0
3231_302.0,0
3231_313.0,0
3231_320.0,0
3231_332.0,0
3231_337.0,0
3231_344.0,0
3231_350.0,0
3231_360.0,0
3231_362.0,0
3231_368.0,0
3231_371.0,0
3231_373.0,0
3231_374.0,0
3231_379.0,0
3231_380.0,0
3231_381.0,0
3231_384.0,0
3231_385.0,0
3231_386.0,0
3231_389.0,0
3231_390.0,0
3231_391.0,0
3231_96.0,0
32320_339.0,0
32321_26.0,0
32322_386.0,0
32324_-95.0,0
32324_155.0,0
32324_257.0,0
32324_268.0,0
32324_291.0,0
32328_117.0,0
32331_161.0,0
32331_177.0,0
32334_-62.0,0
32336_382.0,0
32336_64.0,0
32337_289.0,0
32338_300.0,0
32339_-16.0,0
32339_-228.0,0
32339_-247.0,0
32339_-261.0,0
32339_-275.0,0
32339_-290.0,0
32339_-303.0,0
32339_-317.0,0
32339_-331.0,0
32339_-345.0,0
32339_-359.0,0
32339_-373.0,0
32339_-380.0,0
32339_-401.0,0
32339_-415.0,0
32339_224.0,0
32339_231.0,0
32339_274.0,0
32339_340.0,0
32339_371.0,0
32339_372.0,0
32339_390.0,0
3233_231.0,0
3233_95.0,0
32340_286.0,0
32342_225.0,0
32342_239.0,0
32343_237.0,0
32345_220.0,0
32349_-349.0,0
32350_-389.0,0
32356_262.0,0
32357_268.0,0
32358_395.0,0
3235_322.0,0
32361_345.0,0
32363_217.0,0
32363_349.0,1
32364_251.0,0
32365_294.0,0
32365_328.0,0
32365_342.0,0
32365_369.0,1
32365_45.0,0
32366_340.0,0
32366_352.0,0
32366_363.0,0
3236_388.0,0
32370_125.0,0
32370_175.0,0
32370_184.0,0
32370_247.0,0
32370_273.0,0
32370_278.0,0
32370_284.0,0
32370_285.0,0
32370_295.0,0
32370_298.0,0
32370_312.0,0
32370_364.0,0
32371_153.0,0
32371_289.0,0
32371_290.0,0
32371_292.0,0
32371_323.0,0
32372_241.0,0
32372_347.0,0
32373_371.0,0
32374_226.0,0
32374_369.0,0
32376_384.0,0
32378_281.0,0
32380_379.0,0
32383_363.0,0
32384_348.0,0
32385_366.0,1
32387_170.0,0
32387_267.0,0
32387_365.0,0
32388_-178.0,0
32388_324.0,0
32389_331.0,1
3238_283.0,0
32390_225.0,0
32390_249.0,0
32390_379.0,0
32391_360.0,0
32392_309.0,0
32392_335.0,0
32392_362.0,0
32392_388.0,0
32393_-49.0,0
32393_223.0,0
32393_301.0,0
32394_372.0,0
32395_378.0,0
32396_334.0,0
32396_336.0,0
32396_385.0,0
32397_336.0,0
32399_311.0,0
3239_260.0,1
323_210.0,1
32400_332.0,0
32401_250.0,0
32401_276.0,0
32401_315.0,0
32401_336.0,0
32402_335.0,0
32402_391.0,0
32403_341.0,0
32403_394.0,0
32404_253.0,0
32405_330.0,0
32405_340.0,0
32406_319.0,0
32407_333.0,0
32408_336.0,0
32409_366.0,0
3240_273.0,0
3240_300.0,0
32410_335.0,0
32411_309.0,0
32411_313.0,0
32412_267.0,0
32412_364.0,0
32412_365.0,0
32412_373.0,0
32412_391.0,0
32413_329.0,0
32414_340.0,0
32414_365.0,0
32414_386.0,0
32414_387.0,0
32415_223.0,0
32415_348.0,0
32416_355.0,1
32417_355.0,1
32418_-230.0,0
32418_289.0,0
32420_154.0,0
32420_254.0,0
32420_274.0,0
32420_369.0,0
